user_id,timestamp,event_type
AAE0190,2010-01-04 08:09:00,logon
AAE0190,2010-01-04 18:20:00,logon
AAE0190,2010-01-05 08:19:00,logon
AAE0190,2010-01-05 18:11:00,logon
AAE0190,2010-01-06 08:09:00,logon
AAE0190,2010-01-06 18:10:00,logon
AAE0190,2010-01-07 08:23:00,logon
AAE0190,2010-01-07 18:14:00,logon
AAE0190,2010-01-08 08:17:00,logon
AAE0190,2010-01-08 18:26:00,logon
AAE0190,2010-01-11 08:09:00,logon
AAE0190,2010-01-11 18:24:00,logon
AAE0190,2010-01-12 08:12:00,logon
AAE0190,2010-01-12 18:30:00,logon
AAE0190,2010-01-13 08:15:00,logon
AAE0190,2010-01-13 18:14:00,logon
AAE0190,2010-01-14 08:14:00,logon
AAE0190,2010-01-14 18:29:00,logon
AAE0190,2010-01-15 08:19:00,logon
AAE0190,2010-01-15 18:13:00,logon
AAE0190,2010-01-18 08:18:00,logon
AAE0190,2010-01-18 18:07:00,logon
AAE0190,2010-01-19 08:07:00,logon
AAE0190,2010-01-19 18:15:00,logon
AAE0190,2010-01-20 08:11:00,logon
AAE0190,2010-01-20 18:24:00,logon
AAE0190,2010-01-21 08:16:00,logon
AAE0190,2010-01-21 18:26:00,logon
AAE0190,2010-01-22 08:03:00,logon
AAE0190,2010-01-22 18:21:00,logon
AAE0190,2010-01-25 08:14:00,logon
AAE0190,2010-01-25 18:27:00,logon
AAE0190,2010-01-26 08:03:00,logon
AAE0190,2010-01-26 18:27:00,logon
AAE0190,2010-01-27 08:15:00,logon
AAE0190,2010-01-27 18:29:00,logon
AAE0190,2010-01-28 08:06:00,logon
AAE0190,2010-01-28 18:14:00,logon
AAE0190,2010-01-29 08:17:00,logon
AAE0190,2010-01-29 18:15:00,logon
AAE0190,2010-02-01 08:05:00,logon
AAE0190,2010-02-01 18:08:00,logon
AAE0190,2010-02-02 08:23:00,logon
AAE0190,2010-02-02 18:12:00,logon
AAE0190,2010-02-03 08:22:00,logon
AAE0190,2010-02-03 18:15:00,logon
AAE0190,2010-02-04 08:17:00,logon
AAE0190,2010-02-04 18:08:00,logon
AAE0190,2010-02-05 08:15:00,logon
AAE0190,2010-02-05 18:13:00,logon
AAE0190,2010-02-08 08:06:00,logon
AAE0190,2010-02-08 18:15:00,logon
AAE0190,2010-02-09 08:18:00,logon
AAE0190,2010-02-09 18:11:00,logon
AAE0190,2010-02-10 08:18:00,logon
AAE0190,2010-02-10 18:14:00,logon
AAE0190,2010-02-11 08:05:00,logon
AAE0190,2010-02-11 18:15:00,logon
AAE0190,2010-02-12 08:17:00,logon
AAE0190,2010-02-12 18:07:00,logon
AAE0190,2010-02-15 08:14:00,logon
AAE0190,2010-02-15 18:17:00,logon
AAE0190,2010-02-16 08:19:00,logon
AAE0190,2010-02-16 18:15:00,logon
AAE0190,2010-02-17 08:10:00,logon
AAE0190,2010-02-17 18:26:00,logon
AAE0190,2010-02-18 08:00:00,logon
AAE0190,2010-02-18 18:15:00,logon
AAE0190,2010-02-19 08:09:00,logon
AAE0190,2010-02-19 18:23:00,logon
AAE0190,2010-02-22 08:10:00,logon
AAE0190,2010-02-22 18:22:00,logon
AAE0190,2010-02-23 08:08:00,logon
AAE0190,2010-02-23 18:21:00,logon
AAE0190,2010-02-24 08:21:00,logon
AAE0190,2010-02-24 18:14:00,logon
AAE0190,2010-02-25 08:21:00,logon
AAE0190,2010-02-25 18:11:00,logon
AAE0190,2010-02-26 08:15:00,logon
AAE0190,2010-02-26 18:25:00,logon
AAE0190,2010-03-01 08:03:00,logon
AAE0190,2010-03-01 18:29:00,logon
AAE0190,2010-03-02 08:21:00,logon
AAE0190,2010-03-02 18:27:00,logon
AAE0190,2010-03-03 08:23:00,logon
AAE0190,2010-03-03 18:13:00,logon
AAE0190,2010-03-04 08:19:00,logon
AAE0190,2010-03-04 18:28:00,logon
AAE0190,2010-03-05 08:19:00,logon
AAE0190,2010-03-05 18:15:00,logon
AAE0190,2010-03-08 08:20:00,logon
AAE0190,2010-03-08 18:13:00,logon
AAE0190,2010-03-09 08:06:00,logon
AAE0190,2010-03-09 18:25:00,logon
AAE0190,2010-03-10 08:07:00,logon
AAE0190,2010-03-10 18:19:00,logon
AAE0190,2010-03-11 08:18:00,logon
AAE0190,2010-03-11 18:30:00,logon
AAE0190,2010-03-12 08:14:00,logon
AAE0190,2010-03-12 18:23:00,logon
AAE0190,2010-03-15 08:11:00,logon
AAE0190,2010-03-15 18:26:00,logon
AAE0190,2010-03-16 08:16:00,logon
AAE0190,2010-03-16 18:14:00,logon
AAE0190,2010-03-17 08:22:00,logon
AAE0190,2010-03-17 18:10:00,logon
AAE0190,2010-03-18 08:20:00,logon
AAE0190,2010-03-18 18:18:00,logon
AAE0190,2010-03-19 08:22:00,logon
AAE0190,2010-03-19 18:07:00,logon
AAE0190,2010-03-22 08:15:00,logon
AAE0190,2010-03-22 18:16:00,logon
AAE0190,2010-03-23 08:04:00,logon
AAE0190,2010-03-23 18:07:00,logon
AAE0190,2010-03-24 08:11:00,logon
AAE0190,2010-03-24 18:28:00,logon
AAE0190,2010-03-25 08:19:00,logon
AAE0190,2010-03-25 18:15:00,logon
AAE0190,2010-03-26 08:11:00,logon
AAE0190,2010-03-26 18:26:00,logon
AAE0190,2010-03-29 08:12:00,logon
AAE0190,2010-03-29 18:23:00,logon
AAE0190,2010-03-30 08:18:00,logon
AAE0190,2010-03-30 18:15:00,logon
AAE0190,2010-03-31 08:08:00,logon
AAE0190,2010-03-31 18:15:00,logon
AAE0190,2010-04-01 08:12:00,logon
AAE0190,2010-04-01 18:17:00,logon
AAE0190,2010-04-05 08:14:00,logon
AAE0190,2010-04-05 18:16:00,logon
AAE0190,2010-04-06 08:14:00,logon
AAE0190,2010-04-06 18:24:00,logon
AAE0190,2010-04-07 08:04:00,logon
AAE0190,2010-04-07 18:17:00,logon
AAE0190,2010-04-08 08:20:00,logon
AAE0190,2010-04-08 18:12:00,logon
AAE0190,2010-04-09 08:17:00,logon
AAE0190,2010-04-09 18:16:00,logon
AAE0190,2010-04-12 08:13:00,logon
AAE0190,2010-04-12 18:26:00,logon
AAE0190,2010-04-13 08:06:00,logon
AAE0190,2010-04-13 18:19:00,logon
AAE0190,2010-04-14 08:13:00,logon
AAE0190,2010-04-14 18:17:00,logon
AAE0190,2010-04-15 08:19:00,logon
AAE0190,2010-04-15 18:09:00,logon
AAE0190,2010-04-16 08:04:00,logon
AAE0190,2010-04-16 18:19:00,logon
AAE0190,2010-04-19 08:11:00,logon
AAE0190,2010-04-19 18:26:00,logon
AAE0190,2010-04-20 08:08:00,logon
AAE0190,2010-04-20 18:11:00,logon
AAE0190,2010-04-21 08:00:00,logon
AAE0190,2010-04-21 18:27:00,logon
AAE0190,2010-04-22 08:21:00,logon
AAE0190,2010-04-22 18:16:00,logon
AAE0190,2010-04-23 08:23:00,logon
AAE0190,2010-04-23 18:15:00,logon
AAE0190,2010-04-26 08:03:00,logon
AAE0190,2010-04-26 18:11:00,logon
AAE0190,2010-04-27 08:06:00,logon
AAE0190,2010-04-27 18:14:00,logon
AAE0190,2010-04-28 08:08:00,logon
AAE0190,2010-04-28 18:29:00,logon
AAE0190,2010-04-29 08:19:00,logon
AAE0190,2010-04-29 18:10:00,logon
AAE0190,2010-04-30 08:01:00,logon
AAE0190,2010-04-30 18:16:00,logon
AAE0190,2010-05-03 08:16:00,logon
AAE0190,2010-05-03 18:15:00,logon
AAE0190,2010-05-04 08:01:00,logon
AAE0190,2010-05-04 18:12:00,logon
AAE0190,2010-05-05 08:22:00,logon
AAE0190,2010-05-05 18:09:00,logon
AAE0190,2010-05-06 08:19:00,logon
AAE0190,2010-05-06 18:10:00,logon
AAE0190,2010-05-07 08:08:00,logon
AAE0190,2010-05-07 18:17:00,logon
AAE0190,2010-05-10 08:19:00,logon
AAE0190,2010-05-10 18:15:00,logon
AAE0190,2010-05-11 08:06:00,logon
AAE0190,2010-05-11 18:30:00,logon
AAE0190,2010-05-12 08:02:00,logon
AAE0190,2010-05-12 18:17:00,logon
AAE0190,2010-05-13 08:09:00,logon
AAE0190,2010-05-13 18:15:00,logon
AAE0190,2010-05-14 08:00:00,logon
AAE0190,2010-05-14 18:25:00,logon
AAE0190,2010-05-17 08:15:00,logon
AAE0190,2010-05-17 18:15:00,logon
AAE0190,2010-05-18 08:14:00,logon
AAE0190,2010-05-18 18:26:00,logon
AAE0190,2010-05-19 08:22:00,logon
AAE0190,2010-05-19 18:29:00,logon
AAE0190,2010-05-20 08:13:00,logon
AAE0190,2010-05-20 18:27:00,logon
AAE0190,2010-05-21 08:10:00,logon
AAE0190,2010-05-21 18:17:00,logon
AAE0190,2010-05-24 08:00:00,logon
AAE0190,2010-05-24 18:15:00,logon
AAE0190,2010-05-25 08:20:00,logon
AAE0190,2010-05-25 18:07:00,logon
AAE0190,2010-05-26 08:15:00,logon
AAE0190,2010-05-26 18:13:00,logon
AAE0190,2010-05-27 08:10:00,logon
AAE0190,2010-05-27 18:17:00,logon
AAE0190,2010-05-28 08:15:00,logon
AAE0190,2010-05-28 18:26:00,logon
AAE0190,2010-06-01 08:03:00,logon
AAE0190,2010-06-01 18:08:00,logon
AAE0190,2010-06-02 08:18:00,logon
AAE0190,2010-06-02 18:22:00,logon
AAE0190,2010-06-03 08:08:00,logon
AAE0190,2010-06-03 18:20:00,logon
AAE0190,2010-06-04 08:12:00,logon
AAE0190,2010-06-04 18:26:00,logon
AAE0190,2010-06-07 08:15:00,logon
AAE0190,2010-06-07 18:30:00,logon
AAE0190,2010-06-08 08:21:00,logon
AAE0190,2010-06-08 18:13:00,logon
AAE0190,2010-06-09 08:09:00,logon
AAE0190,2010-06-09 18:16:00,logon
AAE0190,2010-06-10 08:07:00,logon
AAE0190,2010-06-10 18:18:00,logon
AAE0190,2010-06-11 08:06:00,logon
AAE0190,2010-06-11 18:08:00,logon
AAE0190,2010-06-14 08:14:00,logon
AAE0190,2010-06-14 18:17:00,logon
AAE0190,2010-06-15 08:07:00,logon
AAE0190,2010-06-15 18:09:00,logon
AAE0190,2010-06-16 08:01:00,logon
AAE0190,2010-06-16 18:14:00,logon
AAE0190,2010-06-17 08:23:00,logon
AAE0190,2010-06-17 18:10:00,logon
AAE0190,2010-06-18 08:17:00,logon
AAE0190,2010-06-18 18:07:00,logon
AAE0190,2010-06-21 08:05:00,logon
AAE0190,2010-06-21 18:24:00,logon
AAE0190,2010-06-22 08:06:00,logon
AAE0190,2010-06-22 18:16:00,logon
AAE0190,2010-06-23 08:01:00,logon
AAE0190,2010-06-23 18:26:00,logon
AAE0190,2010-06-24 08:20:00,logon
AAE0190,2010-06-24 18:27:00,logon
AAE0190,2010-06-25 08:00:00,logon
AAE0190,2010-06-25 18:17:00,logon
AAE0190,2010-06-28 08:03:00,logon
AAE0190,2010-06-28 18:15:00,logon
AAE0190,2010-06-29 08:22:00,logon
AAE0190,2010-06-29 18:12:00,logon
AAE0190,2010-06-30 08:22:00,logon
AAE0190,2010-06-30 18:08:00,logon
AAE0190,2010-07-01 08:07:00,logon
AAE0190,2010-07-01 18:26:00,logon
AAE0190,2010-07-02 08:06:00,logon
AAE0190,2010-07-02 18:19:00,logon
AAE0190,2010-07-06 08:04:00,logon
AAE0190,2010-07-06 18:23:00,logon
AAE0190,2010-07-07 08:17:00,logon
AAE0190,2010-07-07 18:12:00,logon
AAE0190,2010-07-08 08:15:00,logon
AAE0190,2010-07-08 18:07:00,logon
AAE0190,2010-07-09 08:15:00,logon
AAE0190,2010-07-09 18:12:00,logon
AAE0190,2010-07-12 08:16:00,logon
AAE0190,2010-07-12 18:11:00,logon
AAE0190,2010-07-13 08:23:00,logon
AAE0190,2010-07-13 18:08:00,logon
AAE0190,2010-07-14 08:20:00,logon
